label,message,char_count,word_count,avg_word_length,exclamation_count,financial_words,urgency_words,action_words,phone_numbers,urls,emoji_count,slang_score,language_mix_ratio,capitalization_ratio,profanity_count,url_is_suspicious,url_is_registered,platform,sender_type
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,unknown
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,user
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,unknown
spam,TXT WIN to 55522 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Telegram,unknown
spam,🔥 Drop alert! Exclusive gift card on @Gramify. Claim: t.ly/win 💸,64,11,4.182,1,2,0,1,0,1,2,0,0,0.062,0,1,0,SMS,unknown
ham,"omw to ur place, 10 min 💸",25,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,Email,registered_business
spam,Limited drop: 90% off airpods clone — visit linktr.ee/deal T&C apply,68,13,4,0,0,1,0,0,1,0,0,0,0.044,0,1,0,Instagram,unknown
spam,🔥 Drop alert! Exclusive limited tee on @SnapGram. Claim: https://example.com/offer ✨,84,12,5.25,1,1,1,1,0,1,2,0,0,0.06,0,0,1,Email,unknown
spam,Influencer collab — DM YES or check https://brand.com/redeem ✨ @TokNow,70,11,4.818,0,0,0,2,0,1,1,1,0,0.114,0,1,1,Instagram,user
spam,FREE VIP — use L0SQF4 at rb.gy/claim 🤯 limited 1 per user,57,12,3.5,0,1,1,1,0,1,0,0,0,0.193,0,1,0,WhatsApp,unknown
spam,FLASH GIVEAWAY! RT + click bit.ly/fomo to enter. Winners tonight!,65,11,4.545,2,0,0,1,0,1,0,0,0,0.246,0,1,0,Instagram,business
spam,Verify your WhatsApp account: https://example.com/offer (OTP: HZ9H3Y) ⚠️,72,10,5.4,0,1,0,0,0,1,1,0,0,0.139,0,0,1,Email,unknown
spam,FREE VIP — use FEFF6Q at https://amazon.com/deal 🤯 limited 1 per user,69,13,3.923,0,1,1,0,0,1,0,0,0,0.174,0,0,1,Email,unknown
ham,"ma tard hunchu, 20 min delay. sorry yaar ✨",42,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,Telegram,unknown
spam,Earn $100/week from phone. Apply: https://amazon.com/deal 💸,59,10,4.3,0,0,0,0,0,1,1,0,0,0.034,0,0,1,WhatsApp,unknown
spam,FREE VIP — use I2UPRP at go.shop/claim 🤯 limited 1 per user,59,12,3.667,0,1,1,1,0,1,0,0,0,0.203,0,1,0,SMS,unknown
spam,TXT WIN to 97339 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Telegram,unknown
spam,Influencer collab — DM YES or check rb.gy/claim ✨ @ChaatApp,59,10,4.5,0,0,0,2,0,1,1,1,0,0.136,0,1,0,Instagram,user
spam,Influencer collab — DM YES or check linktr.ee/deal ✨ @HypeStore,63,10,4.9,0,0,0,1,0,1,1,1,0,0.127,0,1,0,Telegram,user
spam,Verify your YouTube account: https://offer-now.org/cc1adc (OTP: H6L3Q4) ⚠️,74,11,5,0,1,1,0,0,1,1,0,0,0.122,0,0,0,Instagram,user
ham,u still down for movie? tickets at 7,36,8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
spam,Parcel held — release with link rb.gy/claim or call 28184 to avoid return 😩,75,14,4.143,0,0,0,2,1,1,1,0,0,0.013,0,1,0,Instagram,business
spam,Limited drop: 90% off gift card — visit https://amazon.com/deal T&C apply,73,14,3.857,0,1,1,0,0,1,0,0,0,0.041,0,0,1,WhatsApp,registered_business
ham,"send the notes pls, i missed lecture :( https://example.com/offer",65,11,4.455,0,1,0,1,0,1,0,0,0,0,0,0,1,Email,user
ham,"brb, stuck in class rn. ttyl 😱",30,6,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,WhatsApp,unknown
ham,omggg they released season 3!! when r we watching? https://amazon.com/deal,74,13,4.385,2,0,0,0,0,1,0,0,0,0,0,0,1,SMS,verified
ham,u coming to the party tonight? it's gonna be lit 🎉 ठीक छ,56,14,2.857,0,0,0,0,0,0,1,1,0.098,0,0,0,0,WhatsApp,unknown
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,SMS,user
spam,Verify bank details: https://example.com/offer — failure to verify may freeze account ⚠️,88,13,5.231,0,2,0,0,0,1,1,0,0,0.011,0,0,1,Telegram,unknown
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,WhatsApp,unknown
spam,Limited drop: 90% off limited tee — visit https://spotify.com/promo T&C apply,77,14,4.143,0,0,2,0,0,1,0,0,0,0.039,0,0,1,Instagram,registered_business
ham,"send the notes pls, i missed lecture :(",39,7,4.143,0,0,0,1,0,0,0,0,0,0,0,0,0,Instagram,verified
spam,Claim your gift: https://brand.com/423213 code 3VL31N 🎁,55,9,4.667,0,1,0,1,1,1,1,0,0,0.073,0,0,1,WhatsApp,business
spam,Verify bank details: go.shop/claim — failure to verify may freeze account 😡,75,12,4.917,0,1,0,1,0,1,1,0,0,0.013,0,1,0,SMS,unknown
spam,Influencer collab — DM YES or check https://amazon.com/deal ✨ @VibeLabs,71,11,4.909,0,0,0,1,0,1,1,1,0,0.113,0,0,1,WhatsApp,user
spam,TXT WIN to 78881 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Email,business
ham,"tysm for today, had so much fun ❤️ https://example.com/offer पनि",64,12,3.833,0,1,1,0,0,1,1,0,0.064,0,0,0,1,Email,unknown
spam,Limited drop: 90% off phone skin — visit https://amazon.com/deal T&C apply,74,14,3.929,0,0,1,0,0,1,0,0,0,0.041,0,0,1,Instagram,unknown
spam,Win NFT mint pass! Go https://offer-now.org/11addd now. Only for followers of @SnapGram 🔥,89,16,4.188,1,2,2,0,0,1,1,0,0,0.09,0,0,0,Instagram,unknown
ham,"ma tard hunchu, 20 min delay. sorry yaar 🚀",42,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,Telegram,business
ham,did u finish the assignment? i can't 🙃 धेरै राम्रो,50,13,2.538,0,0,0,0,0,0,1,0,0.263,0,0,0,0,Telegram,unknown
spam,Verify bank details: https://example.com/offer — failure to verify may freeze account 😂,87,13,5.231,0,2,0,0,0,1,1,0,0,0.011,0,0,1,WhatsApp,business
spam,Earn Rs.500/week from phone. Apply: bit.ly/fomo 💸,49,10,3.6,0,1,0,0,0,1,1,0,0,0.061,0,1,0,SMS,unknown
spam,FLASH GIVEAWAY! RT + click https://spotify.com/promo to enter. Winners tonight!,79,12,5.083,2,0,0,1,0,1,0,0,0,0.203,0,0,1,WhatsApp,business
ham,"ma tard hunchu, 20 min delay. sorry yaar 💸 https://amazon.com/deal",66,12,4.083,0,0,0,0,0,1,1,0,0,0,0,0,1,WhatsApp,user
spam,Influencer collab — DM YES or check https://amazon.com/deal ✨ @NeoWear,70,11,4.818,0,0,0,1,0,1,1,1,0,0.114,0,0,1,WhatsApp,unknown
ham,srsly need coffee rn ☕ wanna grab? ठीक छ,40,9,3.222,0,0,0,0,0,0,1,0,0.133,0,0,0,0,Instagram,unknown
ham,pls pick up milk + eggs on ur way home? ठीक छ,45,12,2.583,0,0,0,0,0,0,0,0,0.125,0,0,0,0,Instagram,unknown
ham,ikr that vid was insane 🤯 showed it to mom lol,46,10,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,WhatsApp,unknown
ham,screenshot ur notes and send pls https://amazon.com/yourorder,61,10,5,0,0,0,1,0,1,0,0,0,0,0,0,1,WhatsApp,unknown
ham,"omw to ur place, 10 min 🎁 https://spotify.com/promo ठिक छ",57,13,3.077,0,0,0,0,0,1,1,1,0.103,0,0,0,1,Telegram,unknown
spam,Influencer collab — DM YES or check tiny.one/drops ✨ @TokNow,60,10,4.6,0,0,0,1,0,1,1,1,0,0.133,0,1,0,Email,business
spam,Influencer collab — DM YES or check t.ly/win ✨ @Trendify,56,10,4.2,0,1,0,1,0,1,1,1,0,0.125,0,1,0,SMS,unknown
spam,Congrats! 🎉 You won ₹2000 via TokNow. Tap t.ly/win to claim. OTP: 0ESQR6,72,14,3.714,1,1,0,2,0,1,1,0,0,0.167,0,1,0,Telegram,unknown
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,user
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,Email,business
ham,lol that meme had me dead 😂 send it again,41,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,SMS,unknown
ham,u still down for movie? tickets at 7 ठिक छ,42,11,2.818,0,0,0,0,0,0,0,0,0.129,0,0,0,0,Telegram,business
spam,FREE VIP — use 8LZRS5 at go.shop/claim 🤯 limited 1 per user,59,12,3.667,0,1,1,1,0,1,0,0,0,0.186,0,1,0,Email,unknown
ham,happy bday!!! gonna cake u later ✨ ठीक छ,40,9,3,3,0,0,0,0,0,1,0,0.143,0,0,0,0,Telegram,registered_business
spam,Earn Rs.500/week from phone. Apply: linktr.ee/deal 💸,52,10,3.9,0,1,0,0,0,1,1,0,0,0.058,0,1,0,Instagram,unknown
spam,🔥 Drop alert! Exclusive rare NFT on @Beatly. Claim: go.shop/claim 🚀,67,11,4.455,1,0,0,2,0,1,2,0,0,0.104,0,1,0,Telegram,unknown
ham,u coming to the party tonight? it's gonna be lit 🚀,50,11,3.364,0,0,0,0,0,0,1,1,0,0,0,0,0,Email,business
ham,ikr that vid was insane 🤯 showed it to mom lol,46,10,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Instagram,unknown
ham,ikr that vid was insane 🤯 showed it to mom lol,46,10,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Email,user
spam,🔥 Drop alert! Exclusive limited tee on @Trendify. Claim: t.ly/win 😂,67,11,4.455,1,1,1,1,0,1,2,0,0,0.06,0,1,0,Telegram,business
spam,Win NFT mint pass! Go rb.gy/claim now. Only for followers of @HypeStore 🔥,73,14,3.929,1,1,1,1,0,1,1,0,0,0.11,0,1,0,SMS,business
ham,ikr that vid was insane 🤯 showed it to mom lol,46,10,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,WhatsApp,business
ham,"ma tard hunchu, 20 min delay. sorry yaar ⚠️",43,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,unknown
spam,Win NFT mint pass! Go bit.ly/fomo now. Only for followers of @Trendify 🔥,72,14,3.857,1,1,1,0,0,1,1,0,0,0.097,0,1,0,Telegram,business
spam,Limited drop: 90% off concert tix — visit t.ly/win T&C apply,60,13,3.385,0,1,1,0,0,1,0,0,0,0.05,0,1,0,WhatsApp,unknown
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,WhatsApp,business
ham,lol that meme had me dead 😱 send it again,41,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,WhatsApp,user
spam,Get followers — boost package 50 followers followers: t.ly/win 🚀,64,10,5,0,1,0,0,0,1,1,0,0,0.016,0,1,0,Email,unknown
spam,FREE VIP — use EWEOJY at tiny.one/drops 🤯 limited 1 per user,60,12,3.75,0,1,1,0,0,1,0,0,0,0.217,0,1,0,Instagram,business
spam,Low-key insane cashback $50 when you shop at https://spotify.com/promo 💸 use LTRMQL,83,15,4.267,0,1,0,0,0,1,1,0,0,0.084,0,0,1,SMS,business
ham,"omw to ur place, 10 min ✨",25,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,Email,unknown
spam,Verify bank details: https://spotify.com/promo — failure to verify may freeze account 😩,87,13,5.231,0,1,0,0,0,1,1,0,0,0.011,0,0,1,Email,unknown
spam,Influencer collab — DM YES or check t.ly/win ✨ @TokNow,54,10,4,0,1,0,1,0,1,1,1,0,0.148,0,1,0,Telegram,user
ham,did u finish the assignment? i can't 🙃 पनि,42,9,3.333,0,0,0,0,0,0,1,0,0.097,0,0,0,0,Telegram,user
spam,Verify your SnapGram account: https://brand.com/redeem (OTP: V3MRHN) ⚠️,71,10,5.3,0,0,0,1,0,1,1,0,0,0.155,0,1,1,WhatsApp,business
spam,Get followers — boost package ₹2000 followers: rb.gy/claim 🚀,60,9,5.111,0,0,0,1,0,1,1,0,0,0.017,0,1,0,Email,business
ham,"send the notes pls, i missed lecture :(",39,7,4.143,0,0,0,1,0,0,0,0,0,0,0,0,0,Email,unknown
spam,Limited drop: 90% off airpods clone — visit linktr.ee/deal T&C apply,68,13,4,0,0,1,0,0,1,0,0,0,0.044,0,1,0,Telegram,unknown
spam,FREE VIP — use 0CBU2C at https://spotify.com/promo 🤯 limited 1 per user,71,13,4.077,0,1,1,0,0,1,0,0,0,0.155,0,0,1,WhatsApp,business
spam,Get followers — boost package 50 followers followers: https://spotify.com/promo 🚀,81,11,5.818,0,0,0,0,0,1,1,0,0,0.012,0,0,1,Instagram,unknown
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,user
spam,FREE VIP — use WREPIO at https://unknownsite.xyz/4c4b22 🤯 limited 1 per user,76,13,4.462,0,1,1,0,0,1,0,0,0,0.171,0,0,0,WhatsApp,business
spam,Verify bank details: https://spotify.com/promo — failure to verify may freeze account 🙂,87,13,5.231,0,1,0,0,0,1,1,0,0,0.011,0,0,1,Instagram,user
ham,pls pick up milk + eggs on ur way home?,39,9,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,Email,unknown
ham,srsly need coffee rn ☕ wanna grab? ठिक छ,40,9,3.222,0,0,0,0,0,0,1,0,0.133,0,0,0,0,SMS,business
spam,Limited drop: 90% off phone skin — visit linktr.ee/deal T&C apply,65,13,3.769,0,0,1,0,0,1,0,0,0,0.046,0,1,0,Email,user
ham,"ma tard hunchu, 20 min delay. sorry yaar ⚠️",43,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,verified
ham,"tysm for today, had so much fun ❤️ पनि",38,8,3.25,0,0,1,0,0,0,1,0,0.111,0,0,0,0,Instagram,business
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,Email,unknown
spam,Low-key insane cashback 100 followers when you shop at linktr.ee/deal 💸 use NQ4ONH,82,15,4.4,0,1,0,0,0,1,1,0,0,0.073,0,1,0,WhatsApp,unknown
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,business
ham,"ma tard hunchu, 20 min delay. sorry yaar 😂",42,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,unknown
spam,Earn 50 followers/week from phone. Apply: https://spotify.com/promo 💸,69,11,4.818,0,0,0,0,0,1,1,0,0,0.029,0,0,1,SMS,business
ham,omggg they released season 3!! when r we watching?,50,9,4.333,2,0,0,0,0,0,0,0,0,0,0,0,0,SMS,business
ham,pls pick up milk + eggs on ur way home?,39,9,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,user
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,business
ham,ikr that vid was insane 🤯 showed it to mom lol पनि,50,11,3.364,0,0,0,0,0,0,0,1,0.079,0,0,0,0,Email,unknown
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
ham,happy bday!!! gonna cake u later 😂 ठीक छ,40,9,3,3,0,0,0,0,0,1,0,0.143,0,0,0,0,SMS,user
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,unknown
spam,Verify your TokNow account: go.shop/claim (OTP: EHUHGU) ⚠️,58,9,4.778,0,0,0,1,0,1,1,0,0,0.207,0,1,0,Instagram,unknown
spam,Low-key insane cashback Rs.500 when you shop at https://example.com/offer 💸 use DU835Z,86,16,4.188,0,3,0,0,0,1,1,0,0,0.058,0,0,1,Telegram,unknown
ham,happy bday!!! gonna cake u later 🙂,34,6,4,3,0,0,0,0,0,1,0,0,0,0,0,0,SMS,verified
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,unknown
ham,u still down for movie? tickets at 7,36,8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,registered_business
ham,"omw to ur place, 10 min 🔥",25,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,SMS,unknown
ham,lol that meme had me dead 😡 send it again,41,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,Email,unknown
spam,Congrats! 🎉 You won Rs.500 via Instagram. Tap linktr.ee/deal to claim. OTP: VGRVXE,82,15,4.133,1,1,0,2,0,1,1,0,0,0.171,0,1,0,Telegram,user
ham,screenshot ur notes and send pls https://amazon.com/yourorder,61,10,5,0,0,0,1,0,1,0,0,0,0,0,0,1,Instagram,user
spam,TXT WIN to 46902 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,WhatsApp,unknown
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,Email,business
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,business
ham,screenshot ur notes and send pls ठीक छ,38,9,3.333,0,0,0,1,0,0,0,0,0.129,0,0,0,0,WhatsApp,business
spam,Parcel held — release with link https://brand.com/redeem or call 41088 to avoid return 😡,88,15,4.533,0,0,0,2,1,1,1,0,0,0.011,0,1,1,SMS,user
spam,Verify your SnapGram account: https://amazon.com/deal (OTP: D8QXV3) ⚠️,70,10,5.2,0,0,0,0,0,1,1,0,0,0.143,0,0,1,WhatsApp,registered_business
spam,Influencer collab — DM YES or check rb.gy/claim ✨ @NeoWear,58,10,4.4,0,0,0,2,0,1,1,1,0,0.138,0,1,0,Email,business
spam,Claim your gift: https://unknownsite.xyz/2ab4b2 code LUUD3H 🎁,61,9,5.333,0,1,0,1,0,1,1,0,0,0.098,0,0,0,Instagram,unknown
spam,Low-key insane cashback ₹2000 when you shop at https://example.com/offer 💸 use WBBJAM,85,15,4.4,0,2,0,0,0,1,1,0,0,0.082,0,0,1,Instagram,unknown
ham,"omw to ur place, 10 min 💸 https://spotify.com/promo ठिक छ",57,13,3.077,0,0,0,0,0,1,1,1,0.103,0,0,0,1,SMS,unknown
spam,TXT WIN to 28345 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Instagram,unknown
spam,Claim your gift: https://brand.com/2d21dc code 5SHX68 🎁,55,9,4.667,0,1,0,1,0,1,1,0,0,0.073,0,0,1,SMS,unknown
ham,lol that meme had me dead 😩 send it again,41,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,Email,business
ham,u coming to the party tonight? it's gonna be lit 💸 ठिक छ,56,14,2.857,0,0,0,0,0,0,1,1,0.098,0,0,0,0,SMS,business
ham,"send the notes pls, i missed lecture :( धेरै राम्रो",51,12,2.833,0,0,0,1,0,0,0,0,0.256,0,0,0,0,Instagram,unknown
ham,"send the notes pls, i missed lecture :( https://spotify.com/promo",65,11,4.455,0,0,0,1,0,1,0,0,0,0,0,0,1,Email,unknown
spam,Congrats! 🎉 You won $50 via ShopNow. Tap https://spotify.com/promo to claim. OTP: QSAQSR,88,15,4.333,1,0,0,2,0,1,1,0,0,0.159,0,0,1,SMS,business
ham,u coming to the party tonight? it's gonna be lit ⚠️,51,11,3.364,0,0,0,0,0,0,1,1,0,0,0,0,0,Telegram,business
ham,u coming to the party tonight? it's gonna be lit 🤯,50,11,3.364,0,0,0,0,0,0,0,1,0,0,0,0,0,Email,user
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,user
ham,u coming to the party tonight? it's gonna be lit 🔥,50,11,3.364,0,0,0,0,0,0,1,1,0,0,0,0,0,Email,unknown
ham,"call me when free, need to ask something",40,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,SMS,unknown
ham,u coming to the party tonight? it's gonna be lit 🙂,50,11,3.364,0,0,0,0,0,0,1,1,0,0,0,0,0,Instagram,user
spam,FREE VIP — use HP306O at go.shop/claim 🤯 limited 1 per user,59,12,3.667,0,1,1,1,0,1,0,0,0,0.169,0,1,0,WhatsApp,unknown
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,user
spam,Win NFT mint pass! Go https://spotify.com/promo now. Only for followers of @Trendify 🔥,86,15,4.333,1,1,1,0,0,1,1,0,0,0.081,0,0,1,Email,business
ham,we're meeting at 6pm at the usual spot. don't be late धेरै राम्रो,65,18,2.5,0,0,0,0,0,0,0,0,0.204,0,0,0,0,Instagram,unknown
ham,"omw to ur place, 10 min ❤️",26,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,Telegram,business
ham,we're meeting at 6pm at the usual spot. don't be late,53,13,3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,unknown
spam,Claim your gift: rb.gy/claim code TVH5VB 🎁,42,8,4,0,1,0,2,0,1,1,0,0,0.143,0,1,0,Instagram,verified
spam,Win NFT mint pass! Go go.shop/claim now. Only for followers of @GlowUp 🔥,72,14,3.857,1,1,1,1,0,1,1,0,0,0.111,0,1,0,Email,user
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,unknown
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,user
spam,Earn $50/week from phone. Apply: tiny.one/drops 💸,49,9,4,0,0,0,0,0,1,1,0,0,0.041,0,1,0,WhatsApp,business
ham,"call me when free, need to ask something",40,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,Email,unknown
spam,Verify your YouTube account: linktr.ee/deal (OTP: NEZX42) ⚠️,60,9,5,0,0,0,0,0,1,1,0,0,0.167,0,1,0,SMS,registered_business
ham,"ma tard hunchu, 20 min delay. sorry yaar 💸",42,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,unknown
spam,Limited drop: 90% off gift card — visit go.shop/claim T&C apply,63,13,3.615,0,1,1,1,0,1,0,0,0,0.048,0,1,0,Email,user
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,Email,unknown
spam,Parcel held — release with link https://amazon.com/deal or call 41487 to avoid return 😱,87,15,4.467,0,0,0,1,1,1,1,0,0,0.011,0,0,1,Instagram,unknown
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,Telegram,unknown
spam,Verify bank details: https://unknownsite.xyz/cda4da — failure to verify may freeze account 💸,92,13,5.615,0,1,0,0,0,1,1,0,0,0.011,0,0,0,WhatsApp,user
spam,Claim your gift: go.shop/claim code BGD3HD 🎁,44,8,4.25,0,1,0,2,0,1,1,0,0,0.136,0,1,0,Instagram,unknown
spam,TXT WIN to 48525 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,WhatsApp,unknown
spam,Low-key insane cashback ₹2000 when you shop at linktr.ee/deal 💸 use RLNF90,74,14,4.143,0,1,0,0,0,1,1,0,0,0.068,0,1,0,Email,unknown
spam,Congrats! 🎉 You won 50 followers via WhatsApp. Tap t.ly/win to claim. OTP: 91RAZK,81,15,4.067,1,1,0,2,0,1,1,0,0,0.148,0,1,0,WhatsApp,unknown
ham,happy bday!!! gonna cake u later 🎁,34,6,4,3,0,0,0,0,0,1,0,0,0,0,0,0,Telegram,registered_business
spam,TXT WIN to 61197 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Telegram,business
ham,u still down for movie? tickets at 7 https://spotify.com/promo ठीक छ,68,15,3.4,0,0,0,0,0,1,0,0,0.078,0,0,0,1,Instagram,verified
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,business
spam,Claim your gift: rb.gy/claim code AAN73J 🎁,42,8,4,0,1,0,2,0,1,1,0,0,0.119,0,1,0,WhatsApp,business
spam,Influencer collab — DM YES or check https://spotify.com/promo ✨ @Beatly,71,11,4.909,0,0,0,1,0,1,1,1,0,0.099,0,0,1,SMS,unknown
spam,Low-key insane cashback $50 when you shop at bit.ly/fomo 💸 use KY9BJN,69,14,3.786,0,1,0,0,0,1,1,0,0,0.087,0,1,0,Instagram,unknown
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,business
ham,omggg they released season 3!! when r we watching?,50,9,4.333,2,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,unknown
ham,"omw to ur place, 10 min 😩",25,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,SMS,business
ham,u still down for movie? tickets at 7 पनि,40,9,3.333,0,0,0,0,0,0,0,0,0.1,0,0,0,0,WhatsApp,user
spam,Parcel held — release with link linktr.ee/deal or call 35751 to avoid return 😱,78,14,4.357,0,0,0,1,1,1,1,0,0,0.013,0,1,0,Email,user
ham,happy bday!!! gonna cake u later 🎉,34,6,4,3,0,0,0,0,0,1,0,0,0,0,0,0,WhatsApp,unknown
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,user
spam,Verify your TokNow account: rb.gy/claim (OTP: DZ1BUD) ⚠️,56,9,4.556,0,0,0,1,0,1,1,0,0,0.196,0,1,0,WhatsApp,unknown
ham,"send the notes pls, i missed lecture :( पनि",43,8,3.875,0,0,0,1,0,0,0,0,0.094,0,0,0,0,SMS,registered_business
ham,lol that meme had me dead 🎉 send it again,41,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,Email,unknown
spam,Earn $100/week from phone. Apply: t.ly/win 💸,44,9,3.444,0,1,0,0,0,1,1,0,0,0.045,0,1,0,Email,registered_business
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
spam,Get followers — boost package 100 followers followers: t.ly/win 🚀,65,10,5.1,0,1,0,0,0,1,1,0,0,0.015,0,1,0,Telegram,business
spam,Low-key insane cashback $100 when you shop at go.shop/claim 💸 use 863483,72,14,4,0,1,0,1,1,1,1,0,0,0.014,0,1,0,Instagram,unknown
spam,TXT WIN to 46250 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,SMS,unknown
spam,Verify bank details: linktr.ee/deal — failure to verify may freeze account ❤️,77,12,5,0,1,0,0,0,1,1,0,0,0.013,0,1,0,Instagram,business
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,user
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,registered_business
ham,"brb, stuck in class rn. ttyl ✨",30,6,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,WhatsApp,registered_business
ham,lol that meme had me dead 🎁 send it again,41,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,WhatsApp,unknown
spam,Limited drop: 90% off sneaker drop — visit https://amazon.com/deal T&C apply,76,14,4.071,0,0,1,0,0,1,0,0,0,0.039,0,0,1,SMS,user
